file_name,video_id,title,upload_date,year,duration_seconds,duration_human,view_count,like_count,category,format,topics,top_terms,synopsis
My Most Productive Desk Setup Ever (SjcvBFfMulY).md,SjcvBFfMulY,My Most Productive Desk Setup Ever,2023-09-19,2023,998,16:38,486629,10211,Education,review,"youtube-creator, productivity, study-learning, tools-tech","productivity, books, desk, i've, setup, nice, productive, ever, all, monitor, very, it's","该视频属于review内容。Hey friends, we're back. Another productivity desk setup video. Enjoy and critique to your heart's content xx"
My New Daily Driver - M1 Macbook Pro (2020) Review (zW__u6blbEQ).md,zW__u6blbEQ,My New Daily Driver - M1 Macbook Pro (2020) Review,2020-11-20,2020,874,14:34,330061,8115,People & Blogs,review,tools-tech,"macbook, pro, review, driver, it's, i'm, apple, design, like, feel, things, laptop","该视频属于review内容。In this video I'll be taking a look at the all new M1 MacBook Pro 13 Inch model which, as it so happens, will be my daily driver for the foreseeable future."
My New Favourite Laptop - MacBook Air 2020 Review (sJeWfYLawaQ).md,sJeWfYLawaQ,My New Favourite Laptop - MacBook Air 2020 Review,2020-04-11,2020,744,12:24,1062334,15809,Science & Technology,review,general,"macbook, air, laptop, review, basic, you're, things, pro, not, that's, very, favourite",该视频属于review内容。We're taking a look at the new MacBook Air 2020 and all its neat features.
My New Life Goals (2022) (FJwp5RBLQcs).md,FJwp5RBLQcs,My New Life Goals (2022),2022-01-21,2022,1276,21:16,321303,11220,Education,talk,"career-life, tools-tech","goals, year, book, setting, first, goal, draft, going, make, podcasts, like, some","该视频属于talk内容。In this video, I review the goals that I set for 2021 and how my view has changed on goal setting and how to actually execute and achieve them. We also take a look at what I'm planning to achieve in 2022! Enjoy! :)"
My ONE Piece of Advice for Someone in Their 20s (WVaVUqtW0u4).md,WVaVUqtW0u4,My ONE Piece of Advice for Someone in Their 20s,2025-07-26,2025,1388,23:08,187294,6659,Education,q&a,career-life,"like, one, advice, piece, someone, thing, not, about, any, because, they're, action","该视频属于q&a内容。Hey friends, someone recently asked me for my single best piece of advice for their twenties, and I surprised both of us with my answer: audiobooks. In this video, I explain why making audiobooks a weekly ritual could transform your life, whatever your goals. Hope you enjoy xx"
My PRODUCTIVE Apartment Tour (2021) (5wDfRwAmIVY).md,5wDfRwAmIVY,My PRODUCTIVE Apartment Tour (2021),2020-11-22,2020,1256,20:56,655803,18506,Education,vlog,tools-tech,"apartment, tour, like, some, productive, got, house, setup, design, can, stuff, then","该视频属于vlog内容。In this video I'll be taking you on a tour of my entire apartment, covering every nook and cranny. Enjoy xx"
My PRODUCTIVE Bucket List (2021) (pqUxibdbv38).md,pqUxibdbv38,My PRODUCTIVE Bucket List (2021),2021-01-06,2021,1131,18:51,283490,9651,Education,talk,general,"like, resolutions, book, bucket, list, goals, year, amazing, want, writing, know, productive",该视频属于talk内容。In this video I'll be going over my bucket list for 2021 using my amazing Anti-Wasteman System.
My Productive Birthday in Lockdown - Day in the Life Vlog (M_bCVdB1jRY).md,M_bCVdB1jRY,My Productive Birthday in Lockdown - Day in the Life Vlog,2020-05-17,2020,450,7:30,325250,11042,Education,vlog,general,"vlog, lockdown, birthday, print, productive, doctor, morning, all, i'm, cable, routines, somehow","该视频属于vlog内容。Last week I celebrated my 26th birthday but sadly, due to the lockdown, I had to celebrate it all on my own. Here is what I got up to..."
My Productive Every Day Carry 2026 (b0zNoddNu8I).md,b0zNoddNu8I,My Productive Every Day Carry 2026,2025-10-07,2025,891,14:51,210058,4114,Education,talk,tools-tech,"ipad, like, carry, pro, it's, everyday, one, screen, productive, peak, design, macbook","该视频属于talk内容。Hey friends, in this video I’m walking through my everyday carry - what’s in my Peak Design Everyday Backpack 30L - and how each item helps me work on the go. From the MacBook Pro and iPad Pro, I’ll share what’s in my kit for the productivity setup I always have with me. Hope you enjoy xx"
My Productive Phone Setup (dx2XP_Oo6do).md,dx2XP_Oo6do,My Productive Phone Setup,2023-04-30,2023,1182,19:42,582083,13855,Science & Technology,review,tools-tech,"iphone, apps, all, can, phone, productive, what's, want, reader, setup, home, screen","该视频属于review内容。Hey friends, every year I do a what's on my iPhone video and share all the apps that I use so that you might learn about some apps you haven't heard of or just get some inspiration to use your phone more intentionally. Enjoy x"
My Productivity Desk Setup (4f7iiu5ck8U).md,4f7iiu5ck8U,My Productivity Desk Setup,2019-09-13,2019,541,9:01,2417800,43812,Education,review,tools-tech,"desk, setup, i'm, tour, productivity, like, dream, gonna, i've, now, think, it's","该视频属于review内容。world’s top documentaries and non­fiction series, and enter the promo code ALI when prompted during the sign­up process and your membership is completely free for the first 30 days."
My Productivity Desk Setup (5791L8VEHZw).md,5791L8VEHZw,My Productivity Desk Setup,2021-01-14,2021,938,15:38,2007630,44459,Education,review,general,"desk, setup, productivity, i've, workspace, got, it's, keyboard, tour, productive, two, nice",该视频属于review内容。In this video I go over every item in my productive 2021 workspace.
My Productivity Desk Setup (Portable) (r_uKCIqf1Fg).md,r_uKCIqf1Fg,My Productivity Desk Setup (Portable),2023-01-18,2023,308,5:08,335392,8240,Education,review,youtube-creator,"setup, desk, productivity, portable, module, i'm, work, can, need, good, like, over","该视频属于review内容。I travel around a bit these days so I need to have a good portable desk setup which can maximise my productivity, and in this video I take you through what that looks like. Enjoy x"
My Productivity Desk Setup (rApxWtDIRAM).md,rApxWtDIRAM,My Productivity Desk Setup,2018-09-26,2018,366,6:06,1116771,22214,People & Blogs,review,tools-tech,"desk, setup, productivity, about, tour, i'm, stuff, all, like, can, really, got","该视频属于review内容。My first MacBook-based UltraWide productivity desk setup in the new house. I absolutely love this setup - it's big, comfortable and makes me feel cool when I'm doing stuff on the computer. Enjoy xx"
My Productivity Desk Setup Tour (2026) (4eq7ienNumY).md,4eq7ienNumY,My Productivity Desk Setup Tour (2026),2025-09-17,2025,1916,31:56,162595,3305,Education,vlog,"tools-tech, youtube-creator","desk, like, setup, productivity, tour, going, all, herman, miller, it's, about, tech","该视频属于vlog内容。Hey friends, it’s been a while since I last shared a desk setup, so in this video I’m taking you behind the scenes of my current productivity studio. I’ll show you the tech powering my YouTube channel, the tools I use for live teaching, and the small touches that add vibes to my workspace. Hope you enjoy xx"
My Regrets about Quitting Medicine (gerkxmXAhdI).md,gerkxmXAhdI,My Regrets about Quitting Medicine,2022-12-27,2022,2910,48:30,307146,8065,Education,talk,"medicine, youtube-creator","medicine, about, year, around, going, regrets, people, get, kind, first, quitting, medical","该视频属于talk内容。After 8 years as a medical student and junior doctor, this time last year I decided to completely quit medicine. It was a tough decision for me, so in this video I reflect on that decision one year later, and how I'm feeling about it all now. Enjoy x"
My Simple Productivity System - The Equation (UAUDcoqK5I4).md,UAUDcoqK5I4,My Simple Productivity System - The Equation,2020-06-28,2020,525,8:45,172398,7246,Education,talk,"productivity, tools-tech","productivity, productive, equation, about, can, class, get, like, doing, simple, system, tools","该视频属于talk内容。Hey friends, I'm pleased to bring you my latest SkillShare class that's being released today on the Principles of Productivity! Productivity is probably the question I get asked about most often and through reading books, blog posts, articles as well as experimenting with numerous techniques myself over the years, I feel I've developed a bit of knowledge about productivity and that's why I've decided to put together an extensive series of Skillshare classes to share my own knowledge in the realm of productivity and hopefully help us all work towards living happier, healthier and more productive lives. This is the first class in that series so click the link to get started!"
My Study Method + Revision Tools - Cambridge junior doctor (EfBczKGbGwA).md,EfBczKGbGwA,My Study Method + Revision Tools - Cambridge junior doctor,2018-10-21,2018,835,13:55,444995,15625,People & Blogs,talk,"study-learning, medicine, tools-tech","exams, like, medical, i'm, know, tools, cambridge, doctor, process, study, junior, i've","该视频属于talk内容。In this video, I talk through my general process for preparing for my next set of postgraduate medical exams, and discuss some of the tools that I'll be using along the way. Enjoy!"
My Thoughts on Why YouTubers Are Quitting (ETA6D3SkAZo).md,ETA6D3SkAZo,My Thoughts on Why YouTubers Are Quitting,2024-02-23,2024,2039,33:59,218034,8193,Education,talk,youtube-creator,"youtubers, quitting, youtube, about, want, it's, i'm, lot, people, thoughts, leaving, think","该视频属于talk内容。There have been lots of YouTubers quitting recently, and I wanted to take a second to talk about why I think that is, and what we can all learn from this. I love being a YouTuber, and I don't want to quit, so these are also some notes to myself about how to be able to keep going for the long run. I hope you find it useful! Enjoy x"
My Top 10 Tips for Aspiring YouTubers (GpL4jfLZY3Q).md,GpL4jfLZY3Q,My Top 10 Tips for Aspiring YouTubers,2021-01-17,2021,1056,17:36,983617,59147,Education,talk,"productivity, youtube-creator","youtube, start, about, people, starting, one, top, think, everyone, get, started, worry",该视频属于talk内容。In this video I'll be talking about my top tips for starting a YouTube channel.
My Toxic Relationship With Productivity (3LXUVa4ugwc).md,3LXUVa4ugwc,My Toxic Relationship With Productivity,2021-03-24,2021,1208,20:08,304130,13784,Education,talk,"health, career-life, tools-tech","like, productivity, burnout, toxic, relationship, going, know, then, deal, about, talk, through","该视频属于talk内容。In this video, I open up about my (shock horror!) potentially problematic and toxic relationship with productivity. I talk through what's been going on in my life recently, some of the causes, and some of the solutions that've been helping me get through the slump. Enjoy!"
My Ultimate Productive Morning Routine (5gT0x0EO9_8).md,5gT0x0EO9_8,My Ultimate Productive Morning Routine,2022-09-30,2022,621,10:21,600674,20711,Education,talk,general,"routine, morning, i'm, get, days, ultimate, productive, some, after, about, take, try","该视频属于talk内容。Hey friends, I've been asked a lot about my morning routine over the past few years so I thought I'd take it more seriously this time and let you know what my actual routine consists of these days. Enjoy :)"
My University Desk Setup - Cambridge Medical Student (zdew7At9S2U).md,zdew7At9S2U,My University Desk Setup - Cambridge Medical Student,2018-01-13,2018,325,5:25,447390,10258,Education,review,"medicine, tools-tech, youtube-creator","desk, setup, university, cambridge, student, medical, screen, i'm, really, then, like, about","该视频属于review内容。As promised, here's the long-awaited video about my 2018 university desk setup. I use it for work (I'm a medical student in case you haven't heard), video editing, web design and development (www.6med.co.uk), watching stuff on the internet and pretty much everything else."
